text,label
I'm terrified of what might happen. #416545,fear
That was utterly revolting. #844732,disgust
This is the best day of my life. #384306,joy
I'm disgusted by what I saw. #641994,disgust
I feel empty inside. #597825,sadness
I feel empty inside. #538971,sadness
I miss the good times we had. #902344,sadness
I'm so scared right now. #650719,fear
Nothing seems to matter anymore. #99112,sadness
I feel empty inside. #344386,sadness
This gives me chills down my spine. #447089,fear
This is so gross I can't handle it. #749796,disgust
This is the best day of my life. #540820,joy
Life is beautiful and I'm enjoying every moment. #446075,joy
This makes my blood boil. #744928,anger
I'm bursting with happiness! #799158,joy
I can't sleep because of the fear. #188014,fear
Life is beautiful and I'm enjoying every moment. #567901,joy
Tears keep falling from my eyes. #667201,sadness
This is the best day of my life. #283363,joy
How could they do this to me? #697286,anger
I feel empty inside. #715590,sadness
This is so gross I can't handle it. #433638,disgust
I'm terrified of what might happen. #41596,fear
I miss the good times we had. #58207,sadness
I'm so thrilled about the news. #130158,joy
Tears keep falling from my eyes. #76178,sadness
This is absolutely infuriating! #527732,anger
I feel empty inside. #349528,sadness
I'm bursting with happiness! #426942,joy
This is so gross I can't handle it. #607133,disgust
I can't sleep because of the fear. #226593,fear
I'm bursting with happiness! #170485,joy
Nothing seems to matter anymore. #54271,sadness
That was utterly revolting. #532340,disgust
I feel sick just thinking about it. #128965,disgust
I can't sleep because of the fear. #589650,fear
I feel empty inside. #818684,sadness
Life is beautiful and I'm enjoying every moment. #794985,joy
I can't believe this happened! #440695,anger
I can't sleep because of the fear. #406060,fear
It's incredibly disturbing. #321627,disgust
"Unbelievable, but true! #400169",surprise
"Unbelievable, but true! #971153",surprise
I'm bursting with happiness! #970000,joy
I'm so furious about the situation. #769840,anger
How could they do this to me? #373586,anger
How could they do this to me? #863755,anger
I’m shocked and amazed! #362187,surprise
I can't believe this happened! #617675,anger
This is so gross I can't handle it. #305259,disgust
That was utterly revolting. #715852,disgust
I can't sleep because of the fear. #65284,fear
Nothing seems to matter anymore. #427355,sadness
I feel empty inside. #169085,sadness
I'm so furious about the situation. #740387,anger
I feel empty inside. #694845,sadness
It's incredibly disturbing. #208940,disgust
This is so gross I can't handle it. #951979,disgust
This is so gross I can't handle it. #336952,disgust
I'm terrified of what might happen. #754038,fear
This gives me chills down my spine. #430852,fear
I'm so thrilled about the news. #606390,joy
I'm so furious about the situation. #293945,anger
I'm terrified of what might happen. #242901,fear
I'm so scared right now. #388492,fear
This is the best day of my life. #425774,joy
Life is beautiful and I'm enjoying every moment. #932388,joy
This is the best day of my life. #177839,joy
What a pleasant surprise! #153155,surprise
I can't believe this happened! #158540,anger
I'm so thrilled about the news. #759294,joy
I can't believe this happened! #215422,anger
I'm so scared right now. #861153,fear
Life is beautiful and I'm enjoying every moment. #819121,joy
I feel sick just thinking about it. #582179,disgust
Nothing seems to matter anymore. #779462,sadness
I'm so thrilled about the news. #96549,joy
What a pleasant surprise! #747053,surprise
This is absolutely infuriating! #899683,anger
I’m shocked and amazed! #441682,surprise
How could they do this to me? #80911,anger
Tears keep falling from my eyes. #465615,sadness
Nothing seems to matter anymore. #888794,sadness
I’m shocked and amazed! #437730,surprise
That totally caught me off guard. #475398,surprise
I can't believe this happened! #802594,anger
"Unbelievable, but true! #807849",surprise
I miss the good times we had. #687948,sadness
Nothing seems to matter anymore. #886796,sadness
I miss the good times we had. #917384,sadness
I'm so furious about the situation. #44425,anger
I can't stop smiling. #375316,joy
"Unbelievable, but true! #212426",surprise
"Unbelievable, but true! #617030",surprise
This gives me chills down my spine. #494559,fear
This is so gross I can't handle it. #946608,disgust
I can't believe this happened! #601198,anger
I’m shocked and amazed! #339705,surprise
I'm so furious about the situation. #859148,anger
How could they do this to me? #323787,anger
I'm bursting with happiness! #569892,joy
This gives me chills down my spine. #805019,fear
It's incredibly disturbing. #574722,disgust
This is so gross I can't handle it. #757062,disgust
I feel sick just thinking about it. #117692,disgust
This is so gross I can't handle it. #1464,disgust
I can't sleep because of the fear. #284585,fear
I'm terrified of what might happen. #263142,fear
I'm so furious about the situation. #426700,anger
Tears keep falling from my eyes. #29180,sadness
I’m shocked and amazed! #800394,surprise
I'm so thrilled about the news. #530836,joy
Life is beautiful and I'm enjoying every moment. #922079,joy
Nothing seems to matter anymore. #664099,sadness
That was utterly revolting. #971734,disgust
This is so gross I can't handle it. #789772,disgust
I can't believe this happened! #873442,anger
I'm so furious about the situation. #726264,anger
This is so gross I can't handle it. #835233,disgust
I can't sleep because of the fear. #518604,fear
Every little sound makes me jump. #283021,fear
I can't believe this happened! #58611,anger
I'm so thrilled about the news. #607468,joy
I'm so thrilled about the news. #208524,joy
What a pleasant surprise! #259265,surprise
Life is beautiful and I'm enjoying every moment. #849989,joy
Life is beautiful and I'm enjoying every moment. #868458,joy
I miss the good times we had. #411223,sadness
I can't stop smiling. #149296,joy
How could they do this to me? #356990,anger
"Unbelievable, but true! #822477",surprise
This is the best day of my life. #778637,joy
I'm so furious about the situation. #138854,anger
Tears keep falling from my eyes. #70981,sadness
My heart aches with sorrow. #106467,sadness
What a pleasant surprise! #89498,surprise
That was utterly revolting. #489351,disgust
I'm so scared right now. #561809,fear
This is absolutely infuriating! #279368,anger
This is the best day of my life. #450207,joy
This is the best day of my life. #828640,joy
I miss the good times we had. #929812,sadness
That was utterly revolting. #973009,disgust
Nothing seems to matter anymore. #986806,sadness
What a pleasant surprise! #917451,surprise
It's incredibly disturbing. #696790,disgust
What a pleasant surprise! #99781,surprise
Life is beautiful and I'm enjoying every moment. #438091,joy
This is the best day of my life. #571908,joy
That totally caught me off guard. #658993,surprise
I'm so thrilled about the news. #213911,joy
This makes my blood boil. #657229,anger
I did not see that coming! #806412,surprise
I feel empty inside. #424466,sadness
I'm so scared right now. #222008,fear
What a pleasant surprise! #737652,surprise
I'm so thrilled about the news. #7042,joy
I feel empty inside. #459840,sadness
I can't sleep because of the fear. #816294,fear
I'm disgusted by what I saw. #127437,disgust
Nothing seems to matter anymore. #213828,sadness
This is the best day of my life. #786041,joy
Every little sound makes me jump. #60409,fear
This gives me chills down my spine. #890413,fear
Tears keep falling from my eyes. #697312,sadness
This is the best day of my life. #64897,joy
I can't stop smiling. #316267,joy
It's incredibly disturbing. #341541,disgust
What a pleasant surprise! #742705,surprise
It's incredibly disturbing. #955219,disgust
I'm so thrilled about the news. #677680,joy
What a pleasant surprise! #982377,surprise
Life is beautiful and I'm enjoying every moment. #39756,joy
I can't stop smiling. #619110,joy
That was utterly revolting. #407520,disgust
Life is beautiful and I'm enjoying every moment. #693327,joy
How could they do this to me? #157457,anger
I'm so furious about the situation. #732486,anger
I'm so scared right now. #351066,fear
I'm terrified of what might happen. #811811,fear
I'm so furious about the situation. #175614,anger
"Unbelievable, but true! #684582",surprise
I can't sleep because of the fear. #585080,fear
I'm disgusted by what I saw. #724768,disgust
Every little sound makes me jump. #985446,fear
My heart aches with sorrow. #173113,sadness
How could they do this to me? #862048,anger
This is the best day of my life. #405209,joy
This makes my blood boil. #966230,anger
Every little sound makes me jump. #621794,fear
That totally caught me off guard. #14618,surprise
That totally caught me off guard. #956210,surprise
I'm disgusted by what I saw. #732682,disgust
How could they do this to me? #499554,anger
"Unbelievable, but true! #553113",surprise
I'm disgusted by what I saw. #879527,disgust
My heart aches with sorrow. #219233,sadness
I miss the good times we had. #724581,sadness
I can't believe this happened! #491570,anger
I'm disgusted by what I saw. #874479,disgust
This is absolutely infuriating! #729396,anger
I feel empty inside. #652517,sadness
It's incredibly disturbing. #422465,disgust
Life is beautiful and I'm enjoying every moment. #709141,joy
This gives me chills down my spine. #504991,fear
That was utterly revolting. #237316,disgust
This is absolutely infuriating! #142566,anger
It's incredibly disturbing. #374372,disgust
I can't believe this happened! #128958,anger
That totally caught me off guard. #14816,surprise
I'm disgusted by what I saw. #705682,disgust
I can't sleep because of the fear. #411407,fear
I'm terrified of what might happen. #386878,fear
Life is beautiful and I'm enjoying every moment. #934106,joy
This makes my blood boil. #55395,anger
I can't sleep because of the fear. #133891,fear
I'm so furious about the situation. #921296,anger
I'm so scared right now. #854279,fear
This is absolutely infuriating! #536802,anger
I'm bursting with happiness! #656138,joy
I'm so scared right now. #43982,fear
It's incredibly disturbing. #315074,disgust
This makes my blood boil. #310989,anger
This is absolutely infuriating! #955043,anger
I'm disgusted by what I saw. #492651,disgust
This is absolutely infuriating! #278284,anger
